CHR	POS
1	3738499
1	3739518
1	3741475
1	3743223
1	3750317
1	3752862
1	3760811
1	3763698
1	3778156
1	3786725
1	3799263
1	3799310
1	3799618
1	3800694
1	3805411
1	3812862
1	3819074
1	3821200
1	3823204
1	3823922
1	3826381
1	3828121
1	3836425
1	3839071
1	3847293
1	3848006
1	3852938
1	3857127
1	3859218
1	3862298
1	3867400
1	3868817
1	3880815
1	3881673
1	3883773
1	3884993
1	3890719
1	3900053
1	3901084
1	3901283
1	3907671
1	3908625
1	3909139
1	3910746
1	3925512
1	3926303
1	3929463
1	3930947
1	3933392
1	3938961
1	3949421
1	3953364
1	3954166
1	3955113
1	3960460
1	3962701
1	3963332
1	3967915
1	3976592
1	3977305
1	3980790
1	3980799
1	3981817
1	3981932
1	3990189
1	3993540
1	3993989
1	3997002
1	3997464
1	4003353
1	4005076
1	4006253
1	4006451
1	4007625
1	4010869
1	4015480
1	4031315
1	4031399
1	4044229
1	4047691
1	4050284
1	4050969
1	4061461
1	4061473
1	4064704
1	4080018
1	4084269
1	4109641
1	4112777
1	4113109
1	4120714
1	4129736
1	4130384
1	4132038
1	4133982
1	4135601
1	4136719
1	4137361
1	4140810
1	4148171
1	4152276
1	4152910
1	4155277
1	4155396
1	4156709
1	4171203
1	4174578
1	4176198
1	4178244
1	4183542
1	4191797
1	4191925
1	4199213
1	4204390
1	4205237
1	4205998
1	4211165
1	4212204
1	4213665
1	4229361
1	4230703
1	4242668
1	4254255
1	4262833
1	4263539
1	4264718
1	4265741
1	4267103
1	4271225
1	4271510
1	4286360
1	4291184
1	4291686
1	4292029
1	4293182
1	4295422
1	4296235
1	4298860
1	4304015
1	4305195
1	4308185
1	4314876
1	4315742
1	4322716
1	4323124
1	4324432
1	4330657
1	4331416
1	4332195
1	4332619
1	4333388
1	4338443
1	4342722
1	4343887
1	4346096
1	4353042
1	4356139
1	4357730
1	4359394
1	4359428
1	4365731
1	4366401
1	4368222
1	4368890
1	4371832
1	4372179
1	4372344
1	4377809
1	4381119
1	4381972
1	4382479
1	4383536
1	4383677
1	4392480
1	4394575
1	4406978
1	4412408
1	4413724
1	4415207
1	4415548
1	4421905
1	4425636
1	4425764
1	4426128
1	4437754
1	4439990
1	4444682
1	4457249
1	4463959
1	4472655
1	4475571
1	4484058
1	4485015
1	4485304
1	4504175
1	4507106
1	4516381
1	4516502
1	4516909
1	4525406
1	4532227
1	4537177
1	4537802
1	4541062
1	4541923
1	4543643
1	4544789
1	4550437
1	4550870
1	4550918
1	4554697
1	4556369
1	4559183
1	4569490
1	4571496
1	4579407
1	4586029
1	4601644
1	4606304
1	4609371
1	4619684
1	4622332
1	4623050
1	4625316
1	4632136
1	4633057
1	4635580
1	4636371
1	4642720
1	4651270
1	4651603
1	4654584
1	4654783
1	4655540
1	4658743
1	4660386
1	4661136
1	4661891
1	4662786
1	4672354
1	4681736
1	4683868
1	4686587
1	4689544
1	4694734
1	4694923
1	4704555
1	4705369
1	4706549
1	4723031
1	4725329
1	4725784
1	4735532
1	4735547
1	4736766
1	4742096
1	4750989
1	4761726
1	4770075
1	4771792
1	4773017
1	4774201
1	4793824
1	4811242
1	4814385
1	4816676
1	4818797
1	4828528
1	4835709
1	4839817
1	4841938
1	4849636
1	4853765
1	4858529
1	4860346
1	4861289
1	4883931
1	4892935
1	4895834
1	4898859
1	4903786
1	4913689
1	4914970
1	4922910
1	4933899
1	4948614
1	4954817
1	4958929
1	4959509
1	4961650
1	4965729
1	4973977
1	4976269
1	4978301
1	4982356
1	4986290
1	4996015
1	4997334
1	5002629
1	5007245
1	5008341
1	5009408
1	5012036
1	5021628
1	5024422
1	5025437
1	5032813
1	5039683
1	5046891
1	5051670
1	5052615
1	5058513
1	5058685
1	5060554
1	5060569
1	5061222
1	5070043
1	5070177
1	5071335
1	5072868
1	5074573
1	5076991
1	5077638
1	5084271
1	5084676
1	5086365
1	5098386
1	5098479
1	5099090
1	5100931
1	5115123
1	5119553
1	5122460
1	5123653
1	5124552
1	5124823
1	5129351
1	5138232
1	5138741
1	5142433
1	5144597
1	5154190
1	5154748
1	5157609
1	5165674
1	5165893
1	5169800
1	5169876
1	5170025
1	5170847
1	5174747
1	5175809
1	5179849
1	5189774
1	5189981
1	5193091
1	5194422
1	5197830
1	5198578
1	5198737
1	5199278
1	5202607
1	5207781
1	5216587
1	5227025
1	5227879
1	5232490
1	5238072
1	5240436
1	5243852
1	5249401
1	5250546
1	5272607
1	5288101
1	5298443
1	5300771
1	5301655
1	5311186
1	5313070
1	5316702
1	5319719
1	5322314
1	5335109
1	5335366
1	5339096
1	5341479
1	5343467
1	5346809
1	5349474
1	5358320
1	5358646
1	5359120
1	5364924
1	5368222
1	5369881
1	5369937
1	5371577
1	5372171
1	5374806
1	5378241
1	5385337
1	5388589
1	5389250
1	5391034
1	5394193
1	5395818
1	5397827
1	5399238
1	5405515
1	5427654
1	5437159
1	5443501
1	5448951
1	5449501
1	5451580
1	5458473
1	5459387
1	5465044
1	5470955
1	5480083
1	5485546
1	5498882
1	5505254
1	5511121
1	5511552
1	5513775
1	5515481
1	5537494
1	5540043
1	5542164
1	5556757
1	5558696
1	5558734
1	5559159
1	5563121
1	5569800
1	5570335
1	5576258
1	5580124
1	5580222
1	5581118
1	5587620
1	5588638
1	5591127
1	5593020
1	5605142
1	5612600
1	5614460
1	5614657
1	5618192
1	5620041
1	5629653
1	5645762
1	5649405
1	5651045
1	5652168
1	5654549
1	5654931
1	5656672
1	5657239
1	5661696
1	5669650
1	5670052
1	5673859
1	5677884
1	5682904
1	5688560
1	5691803
1	5691896
1	5692257
1	5692822
1	5695466
1	5697929
1	5726251
1	5732061
1	5733788
1	5737746
1	5749589
1	5753104
1	5760355
1	5762801
1	5767977
1	5772379
1	5774813
1	5780324
1	5781889
1	5787126
1	5787382
1	5806114
1	5808797
1	5813575
1	5814599
1	5817413
1	5820480
1	5821682
1	5833414
1	5850026
1	5853479
1	5854730
1	5862084
1	5866059
1	5866318
1	5866676
1	5866707
1	5868142
1	5869838
1	5871137
1	5872821
1	5874755
1	5877774
1	5886452
1	5888683
1	5890387
1	5892657
1	5895929
1	5897104
1	5897207
1	5904656
1	5905118
1	5906257
1	5908925
1	5911198
1	5915384
1	5918496
1	5921129
1	5921897
1	5929879
1	5936892
1	5940076
1	5941739
1	5942650
1	5943115
1	5945578
1	5946395
1	5953114
1	5958756
1	5960574
1	5964531
1	5966498
1	5970862
1	5972955
1	5975291
1	5976245
1	5985271
1	5986156
1	5997925
1	6000174
1	6007020
1	6007204
1	6009801
1	6010114
1	6010240
1	6010928
1	6011315
1	6012025
1	6012242
1	6013593
1	6013619
1	6015778
1	6016503
1	6024477
1	6028818
1	6028870
1	6035414
1	6062750
1	6063490
1	6063768
1	6064298
1	6065444
1	6070839
1	6084477
1	6086811
1	6089654
1	6093124
1	6103170
1	6116499
1	6120385
1	6120477
1	6123181
1	6123215
1	6124153
1	6134522
1	6138782
1	6140571
1	6140572
1	6143835
1	6146924
1	6153625
1	6156189
1	6159329
1	6169805
1	6177029
1	6179453
1	6179855
1	6185472
1	6191491
1	6198108
1	6198374
1	6205805
1	6210750
1	6215497
1	6217822
1	6219037
1	6219465
1	6236020
1	6236281
1	6237186
1	6244336
1	6247112
1	6273673
1	6286441
1	6303569
1	6315458
1	6322298
1	6323185
1	6323531
1	6323956
1	6324820
1	6329027
1	6334829
1	6342542
1	6345819
1	6353011
1	6353669
1	6367877
1	6370345
1	6372667
1	6376751
1	6379030
1	6379230
1	6379253
1	6379713
1	6382278
1	6387159
1	6388679
1	6391263
1	6391515
1	6401737
1	6403959
1	6404111
1	6417891
1	6424663
1	6429365
1	6437040
1	6439281
1	6445680
1	6451061
1	6454069
1	6455623
1	6457423
1	6463346
1	6466168
1	6470823
1	6471645
1	6471894
1	6472847
1	6473576
1	6475548
1	6478160
1	6488077
1	6493217
1	6494041
1	6501983
1	6505918
1	6510165
1	6510865
1	6511510
1	6513058
1	6515069
1	6520664
1	6527703
1	6530581
1	6560610
1	6575175
1	6575602
1	6581993
1	6585012
1	6587145
1	6588170
1	6590090
1	6592588
1	6598412
1	6599050
1	6599596
1	6603183
1	6607078
1	6608877
1	6609880
1	6611948
1	6615978
1	6616010
1	6620648
1	6624007
1	6625550
1	6625759
1	6626945
1	6630149
1	6637255
1	6640514
1	6652104
1	6653739
1	6656549
1	6660488
1	6662802
1	6669775
1	6673632
1	6674093
1	6684652
1	6688627
1	6692868
1	6697030
1	6710075
1	6710181
1	6714430
1	6718378
1	6742361
1	6744881
1	6751248
1	6752740
1	6759299
1	6760726
1	6767650
1	6770547
1	6771362
1	6777131
1	6781382
1	6783929
1	6788986
1	6789611
1	6789907
1	6791779
1	6805948
1	6806050
1	6814075
1	6826184
1	6840610
1	6841896
1	6843088
1	6848979
1	6853537
1	6858399
1	6859966
1	6860457
1	6860603
1	6864575
1	6864748
1	6865905
1	6868085
1	6870011
1	6875721
1	6875783
1	6881291
1	6881371
1	6883426
1	6885999
1	6886397
1	6894239
1	6904324
1	6921907
1	6927245
1	6934213
1	6940678
1	6944244
1	6960538
1	6962937
1	6963749
1	6970833
1	6973772
1	6978325
1	6981379
1	6981840
1	6992053
1	6994152
1	6994896
1	7001415
1	7001969
1	7002867
1	7004925
1	7015060
1	7018640
1	7019343
1	7026729
1	7031371
1	7032026
1	7033610
1	7035632
1	7036174
1	7045907
1	7050405
1	7052328
1	7057289
1	7058854
1	7064755
1	7066721
1	7067444
1	7067589
1	7068735
1	7070316
1	7072170
1	7072399
1	7073050
1	7073085
1	7073166
1	7073529
1	7074058
1	7074226
1	7074693
1	7074823
1	7074940
1	7074975
1	7076387
1	7088722
1	7089141
1	7110546
1	7110926
1	7111568
1	7111680
1	7115775
1	7118443
1	7124491
1	7130067
1	7134366
1	7142400
1	7145089
1	7150028
1	7150426
1	7163990
1	7165951
1	7178556
1	7180482
1	7214858
1	7215389
1	7216916
1	7230876
1	7232004
1	7234406
1	7236300
1	7239548
1	7240187
1	7241587
1	7255016
1	7255324
1	7259284
1	7264547
1	7273617
1	7274130
1	7281542
1	7297018
1	7313045
1	7315257
1	7323054
1	7323579
1	7324764
1	7334960
1	7336725
1	7337289
1	7339378
1	7344552
1	7351500
1	7351734
1	7367105
1	7372017
1	7374149
1	7374741
1	7375520
1	7376528
1	7376533
1	7379973
1	7380406
1	7389848
1	7393636
1	7399525
1	7402681
1	7402714
1	7410049
1	7410915
1	7421803
1	7427912
1	7429968
1	7432508
1	7433745
1	7437268
1	7437788
1	7440108
1	7440517
1	7442111
1	7443024
1	7443805
1	7444715
1	7447121
1	7448106
1	7448672
1	7448878
1	7449421
1	7451544
1	7455187
1	7457808
1	7462728
1	7464647
1	7468596
1	7475427
1	7479622
1	7490393
1	7491391
1	7491595
1	7496540
1	7506737
1	7507312
1	7508863
1	7509232
1	7511656
1	7516169
1	7521940
1	7522061
1	7523193
1	7531798
1	7534022
1	7535077
1	7537895
1	7539459
1	7544499
1	7551695
1	7554018
1	7554986
1	7560827
1	7568983
1	7572248
1	7574913
1	7577872
1	7578262
1	7604113
1	7605651
1	7607386
1	7611074
1	7613960
1	7620977
1	7624975
1	7627697
1	7628983
1	7629964
1	7631318
1	7634616
1	7639662
1	7648813
1	7656108
1	7659288
1	7672505
1	7672823
1	7677164
1	7699699
1	7709586
1	7710869
1	7717492
1	7722806
1	7723134
1	7723237
1	7724639
1	7724827
1	7725193
1	7726168
1	7726714
1	7727163
1	7734138
1	7741848
1	7743007
1	7743147
1	7743695
1	7743958
1	7747278
1	7750333
1	7758089
1	7761274
1	7768791
1	7774137
1	7777618
1	7782263
1	7787115
1	7789456
1	7790338
1	7798377
1	7800567
1	7807526
1	7810760
1	7811257
1	7811539
1	7812060
1	7814609
1	7834265
1	7838600
1	7851239
1	7853044
1	7855414
1	7858800
1	7859482
1	7862223
1	7864038
1	7874004
1	7875269
1	7880181
1	7881970
1	7891558
1	7893197
1	7893266
1	7895647
1	7895695
1	7896599
1	7897597
1	7897783
1	7904251
1	7910017
1	7913007
1	7916136
1	7916647
1	7920792
1	7936943
1	7947713
1	7949253
1	7957807
1	7962111
1	7964626
1	7966667
1	7966704
1	7975114
1	7984383
1	7988545
1	8004989
1	8006838
1	8008456
1	8011204
1	8024018
1	8025454
1	8027507
1	8033201
1	8035970
1	8035980
1	8036120
1	8038944
1	8039199
1	8041454
1	8044518
1	8049697
1	8050940
1	8054850
1	8056778
1	8057566
1	8061605
1	8069945
1	8072079
1	8073177
1	8074347
1	8079132
1	8093177
1	8093371
1	8099634
1	8102545
1	8107274
1	8107686
1	8109236
1	8112365
1	8118827
1	8119328
1	8120542
1	8123805
1	8132720
1	8137598
1	8137604
1	8141433
1	8141981
1	8147411
1	8148540
1	8155819
1	8156783
1	8159111
1	8161092
1	8162531
1	8163621
1	8167952
1	8168762
1	8169504
1	8170638
1	8183809
1	8186763
1	8191594
1	8192361
1	8193302
1	8196766
1	8201341
1	8203385
1	8205362
1	8214097
1	8216665
1	8217356
1	8229813
1	8235999
1	8237063
1	8237310
1	8239703
1	8242277
1	8252500
1	8254729
1	8255459
1	8260539
1	8263787
1	8267759
1	8267839
1	8267978
1	8276271
1	8277455
1	8278895
1	8281838
1	8285339
1	8288412
1	8291753
1	8297434
1	8301033
1	8303686
1	8309331
1	8309407
1	8309990
1	8315296
1	8319582
1	8321158
1	8329701
1	8330126
1	8332424
1	8332980
1	8335014
1	8339747
1	8344480
1	8345137
1	8345558
1	8351423
1	8353042
1	8353314
1	8355075
1	8361456
1	8363717
1	8364340
1	8369043
1	8369072
1	8369529
1	8370641
1	8373573
1	8380609
1	8381579
1	8383645
1	8384601
1	8388725
1	8388867
1	8392383
1	8395923
1	8409147
1	8417464
1	8418148
1	8431413
1	8439217
1	8440766
1	8441880
1	8457085
1	8467976
1	8468271
1	8472663
1	8473161
1	8477946
1	8490693
1	8495464
1	8495575
1	8498075
1	8498213
1	8502127
1	8510746
1	8511525
1	8511648
1	8512495
1	8512654
1	8514424
1	8514575
1	8515861
1	8516280
1	8518707
1	8518946
1	8519220
1	8525102
1	8530944
1	8536081
1	8538308
1	8538952
1	8540789
1	8540815
1	8541344
1	8542810
1	8545548
1	8551355
1	8555694
1	8555966
1	8557325
1	8565366
1	8569315
1	8573471
1	8576770
1	8578160
1	8581455
1	8592975
1	8594944
1	8597509
1	8598137
1	8603640
1	8603749
1	8609851
1	8611233
1	8617041
1	8620674
1	8635000
1	8637675
1	8642493
1	8645050
1	8648110
1	8649191
1	8650266
1	8652773
1	8653944
1	8655812
1	8656685
1	8657928
1	8661028
1	8665663
1	8676166
1	8676214
1	8676680
1	8678197
1	8681856
1	8683331
1	8687400
1	8690980
1	8692835
1	8692971
1	8697531
1	8698295
1	8710037
1	8716181
1	8716828
1	8720078
1	8725268
1	8731637
1	8733451
1	8739659
1	8740354
1	8740809
1	8750717
1	8757284
1	8760840
1	8765328
1	8765682
1	8791535
1	8793392
1	8831992
1	8838855
1	8840998
1	8842501
1	8848159
1	8850808
1	8861689
1	8862699
1	8862782
1	8869738
1	8871251
1	8875193
1	8879524
1	8879836
1	8882889
1	8884040
1	8884743
1	8886190
1	8892902
1	8895506
1	8900698
1	8912543
1	8913628
1	8914425
1	8916315
1	8919845
1	8920215
1	8923329
1	8923398
1	8926216
1	8936912
1	8939155
1	8942772
1	8955397
1	8963536
1	8965008
1	8973711
1	8975750
1	8977140
1	8979998
1	8980867
1	8982425
1	8984513
1	8988677
1	8989937
1	8994408
1	8998122
1	9005243
1	9011146
1	9016249
1	9018190
1	9018269
1	9018434
1	9019943
1	9021512
1	9021587
1	9024089
1	9033472
1	9035309
1	9043203
1	9051239
1	9068956
1	9075894
1	9077686
1	9078237
1	9083236
1	9084468
1	9094410
1	9094661
1	9097829
1	9098722
1	9104611
1	9118093
1	9118303
1	9121526
1	9130213
1	9133009
1	9133284
1	9135004
1	9135936
1	9137684
1	9142531
1	9146323
1	9148060
1	9151353
1	9151604
1	9155132
1	9165614
1	9169941
1	9173355
1	9174381
1	9174602
1	9174901
1	9176426
1	9180283
1	9181136
1	9185820
1	9188894
1	9190933
1	9203863
1	9204155
1	9204387
1	9205119
1	9205879
1	9209694
1	9216229
1	9216509
1	9219501
1	9233354
1	9233736
1	9235016
1	9236336
1	9242909
1	9245999
1	9248493
1	9254801
1	9256101
1	9261281
1	9261942
1	9270754
1	9272183
1	9273226
1	9281380
1	9284593
1	9286459
1	9288708
1	9304747
1	9320946
1	9323717
1	9324467
1	9327783
1	9327957
1	9328009
1	9330168
1	9331323
1	9333613
1	9342133
1	9342835
1	9343286
1	9343726
1	9351579
1	9358038
1	9364850
1	9365022
1	9368256
1	9370588
1	9371156
1	9382709
1	9388440
1	9390708
1	9392284
1	9393544
1	9397343
1	9398711
1	9400654
1	9403664
1	9407239
1	9411658
1	9412781
1	9413231
1	9415389
1	9417375
1	9418095
1	9421085
1	9422570
1	9434551
1	9436376
1	9451755
1	9456550
1	9459481
1	9460402
1	9463087
1	9464780
1	9467614
1	9470096
1	9470450
1	9470528
1	9472849
1	9478691
1	9478826
1	9479880
1	9479917
1	9484780
1	9486514
1	9498558
1	9502627
1	9514602
1	9530942
1	9532539
1	9534106
1	9549259
1	9578168
1	9583100
1	9585025
1	9596604
1	9597136
1	9598866
1	9618675
1	9619941
1	9626832
1	9627013
1	9627185
1	9630355
1	9635382
1	9638740
1	9651495
1	9654075
1	9656059
1	9656162
1	9659484
1	9661393
1	9664525
1	9672457
1	9697496
1	9699073
1	9699577
1	9706271
1	9707355
1	9710183
1	9717995
1	9736160
1	9739929
1	9741356
1	9745991
1	9746091
1	9756070
1	9757725
1	9758454
1	9759253
1	9759319
1	9759374
1	9759504
1	9761058
1	9763679
1	9771945
1	9783769
1	9789441
1	9790670
1	9793016
1	9796487
1	9807799
1	9815915
1	9817994
1	9822227
1	9823339
1	9827622
1	9827971
1	9828073
1	9830749
1	9844906
1	9845068
1	9846267
1	9846689
1	9847971
1	9868092
1	9876221
1	9880105
1	9883992
1	9885381
1	9893580
1	9898040
1	9903270
1	9903741
1	9903945
1	9907728
1	9908716
1	9915463
1	9915538
1	9919871
1	9921396
1	9922518
1	9926122
1	9926959
1	9929251
1	9929383
1	9932625
1	9933931
1	9937152
1	9938217
1	9939373
1	9939417
1	9943712
1	9953118
1	9958200
1	9958519
1	9966586
1	9974783
1	9974954
1	9978204
1	9978583
1	9980391
1	9982682
1	9988828
1	9995296
1	10001005
1	10005563
1	10008167
1	10009670
1	10011876
1	10012673
1	10015094
1	10015485
1	10015503
1	10019790
1	10021238
1	10022592
1	10024269
1	10025102
